                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.173,                 4.0362,                 4.3634,                 0.0025,                  0.375,                0.00284,                0.00156,                 2.8737,                 4.0019,                 4.1588,                  4e-05,                  4e-05,                  4e-05
